recorded_at,symbol,market,signal_date,close,status,status_rank,setup,regime,wyckoff,trigger,direction,zs_zd,zs_zg,entry_price,sl,tp1,tp2,name,sector,notes,engine_version,previous_status,current_status,change_type
2026-09-01T14:02:17.319699+00:00,601138,HS300,2026-09-01,62.94,READY,2,2S,Bull Trend,Neutral,Waiting,SHORT,58.75,60.84,,,,,工业富联,nan,,1.8.5-source-port,WATCH,READY,WATCH_TO_READY
2026-09-01T14:02:17.319699+00:00,002422,HS300,2026-09-01,40.83,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,41.0,48.18,,,,,科伦药业,nan,,1.8.5-source-port,READY,WATCH,READY_TO_WATCH
2026-09-01T14:02:17.319699+00:00,002600,HS300,2026-09-01,12.52,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,12.48,13.06,,,,,领益智造,nan,,1.8.5-source-port,ENTRY,WATCH,ENTRY_TO_WATCH
2026-09-01T14:02:17.319699+00:00,003816,HS300,2026-09-01,4.31,WATCH,1,NONE,Bullish Zhongshu,Neutral,Bull Micro BOS,,4.04,4.2,,,,,中国广核,nan,,1.8.5-source-port,ENTRY,WATCH,ENTRY_TO_WATCH
2026-09-01T14:02:17.319699+00:00,600010,HS300,2026-09-01,2.27,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,2.27,2.28,,,,,包钢股份,nan,,1.8.5-source-port,READY,WATCH,READY_TO_WATCH
2026-09-01T14:02:17.319699+00:00,600118,HS300,2026-09-01,59.42,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,68.67,69.99,,,,,中国卫星,nan,,1.8.5-source-port,NONE,WATCH,NEW_WATCH
2026-09-01T14:02:17.319699+00:00,600188,HS300,2026-09-01,22.48,WATCH,1,NONE,Bullish Zhongshu,Neutral,Waiting,,20.89,22.92,,,,,兖矿能源,nan,,1.8.5-source-port,ENTRY,WATCH,ENTRY_TO_WATCH
2026-09-01T14:02:17.319699+00:00,600482,HS300,2026-09-01,31.91,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,31.41,33.58,,,,,中国动力,nan,,1.8.5-source-port,ENTRY,WATCH,ENTRY_TO_WATCH
2026-09-01T14:02:17.319699+00:00,600803,HS300,2026-09-01,18.74,WATCH,1,NONE,Bullish Zhongshu,Neutral,Bull Micro BOS,,17.16,17.86,,,,,新奥股份,nan,,1.8.5-source-port,ENTRY,WATCH,ENTRY_TO_WATCH
2026-09-01T14:02:17.319699+00:00,601319,HS300,2026-09-01,7.91,WATCH,1,NONE,Bullish Zhongshu,Neutral,Bull Micro BOS,,7.18,7.27,,,,,中国人保,nan,,1.8.5-source-port,READY,WATCH,READY_TO_WATCH
2026-09-01T14:02:17.319699+00:00,601698,HS300,2026-09-01,24.3,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,27.02,27.72,,,,,中国卫通,nan,,1.8.5-source-port,NONE,WATCH,NEW_WATCH
2026-09-01T14:02:17.319699+00:00,601728,HS300,2026-09-01,6.47,WATCH,1,NONE,Bullish Zhongshu,Neutral,Waiting,,6.23,6.3,,,,,中国电信,nan,,1.8.5-source-port,READY,WATCH,READY_TO_WATCH
2026-09-01T14:02:17.319699+00:00,603296,HS300,2026-09-01,79.22,WATCH,1,NONE,Bullish Zhongshu,Neutral,Waiting,,76.66,79.98,,,,,华勤技术,nan,,1.8.5-source-port,READY,WATCH,READY_TO_WATCH
2026-09-01T14:02:17.319699+00:00,688082,HS300,2026-09-01,284.81,WATCH,1,NONE,Bearish Zhongshu,Neutral,Waiting,,283.31,338.92,,,,,盛美上海,nan,,1.8.5-source-port,READY,WATCH,READY_TO_WATCH
2026-09-01T14:02:17.319699+00:00,601127,HS300,2026-09-01,50.55,NONE,0,NONE,Bear Trend,Neutral,Waiting,,55.59,63.36,,,,,赛力斯,nan,,1.8.5-source-port,READY,NONE,DROPPED
2026-09-01T14:02:17.319699+00:00,688472,HS300,2026-09-01,8.95,NONE,0,NONE,Bear Trend,Neutral,Waiting,,10.69,10.7,,,,,阿特斯,nan,,1.8.5-source-port,WATCH,NONE,DROPPED
